"clade_name","Sample_10","Sample_11","Sample_12","Sample_13","Sample_14","Sample_15","Sample_16","Sample_17","Sample_18","Sample_19","Sample_2","Sample_20","Sample_21","Sample_22","Sample_23","Sample_24","Sample_25","Sample_26","Sample_27","Sample_28","Sample_29","Sample_3","Sample_31","Sample_32","Sample_33","Sample_34","Sample_35","Sample_36","Sample_37","Sample_38","Sample_39","Sample_4","Sample_40","Sample_41","Sample_42","Sample_43","Sample_44","Sample_45","Sample_5","Sample_7","Sample_8","Sample_9"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Feifaniaceae|g__Feifania",0.00271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7e-05,0.00139,0.00065,0,0,0,0,0,0,0,0,0.00038,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerobutyricum",0.44238,4.24515,2.37023,1.62627,2.78658,2.9936,0.37979,1.1506,0.83638,0.00284,2.73333,0.40011,0.27775,2.51549,1.94907,1.76532,1.11965,0.91347,3.9444,0.09353,5.91381,2.95473,1.21486,1.82836,2.16158,5.24222,7.83656,0,1.52171,1.95546,2.89913,4.55732,2.74589,3.91034,3.56008,1.74617,2.13501,2.76087,4.20669,0.9979,1.51629,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerosacchariphilus",0.01156,0,0,0.00036,0,0,0.00676,0.00156,0,0,0,0,0,0,0,0,0.0104,0,0,0,0,0,0,0,0,0,0,0,0.0035,0,0,0,0,0.00878,0.00963,0.00319,0,0,0,0.01807,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerostipes",8.48271,5.65856,7.17457,1.23686,4.98001,2.31612,3.34821,2.27342,1.06395,0.00135,18.0599,0.20124,0.00364,0.29914,0.12622,1.63027,1.17093,2.15799,15.35408,1.72883,12.30039,33.75478,0.00726,1.11679,4.70985,8.51518,0.05899,0.00205,1.15979,0.26885,1.6891,22.86969,1.01887,8.86586,5.23356,0,9.21018,12.61733,0.26258,14.95651,0.28427,6.27642
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerotignum",0.08911,0,0,0.01215,0.01259,0.01691,0.76112,0.50048,0.0106,0.02028,0.00015,0,0.20056,0.04065,0.11747,0.10058,2.24323,0.06196,0.22621,0.12456,0.42026,0.00048,0,0.00222,0.0734,0.00569,0.01812,0,0.10454,0,0.00841,0.05333,0.11788,0.03169,0.15641,0.0419,0,0,0.04903,0.03215,0.01315,0.00056
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Bariatricus",0,0,0,0,0,0,0,0,0.00027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Blautia",2.86497,18.148,15.17267,7.68075,16.14375,9.52573,3.0876,5.83647,9.37554,0.62849,5.79124,7.25169,2.3385,5.24668,9.86987,8.06994,7.94667,8.65508,16.20747,4.77624,24.86476,6.57228,18.84718,3.66356,11.3178,32.21572,15.24245,0,3.76677,6.60906,12.79713,11.00733,9.43161,11.8247,22.10778,9.58826,7.23601,4.45446,6.36573,2.81116,2.966,38.89165
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Brotolimicola",0.01941,0.00188,0.0047,0.19772,0.00234,0.01475,0.03871,0.00674,0,0,0.10467,0,0,0.07175,0.06054,0.16839,0.0388,0.12967,0.04723,0.0014,0,0.03578,0,0.11451,0.39918,0.18055,0.01048,0,0.00483,0,0.00736,0.14445,0.02801,0.04263,1.29619,0.01302,0.00156,0.0229,0.45852,0.02073,0,0.02923
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Catenibacillus",0,0,0,0.00234,0,0.0011,0,0,0,0,0.0111,0,0,0.00898,0,0.00484,0.00417,0.00398,0,0.00178,0,0.00155,0,0,0,0,0,0,0,0.00177,0,0,0,0,0,0,0.00862,0.00346,0,0.00333,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus",0.43306,1.97963,3.35275,0.7831,0.96224,1.76284,0.45364,1.15107,3.27112,0.05713,0.96422,0.50994,0.57343,0.94986,1.43782,5.75486,0.64715,3.57776,0.50415,0.45348,0.61536,0.89279,0.04902,0,2.05724,0.48852,2.51037,0,0.8304,0.66558,0.4894,0.47228,2.28487,0.17954,0.65943,1.53326,0.70203,0.4872,0.61431,0.33666,0.8261,0.50724
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Cuneatibacter",0,0,0,0.00122,0.00077,0,0,0,0,0.00111,0,0,0.00232,0.02004,0.00276,0,0.00396,0,0,0.00721,0.00033,0,0,0,0.00122,7e-05,0,0,0.00108,0.00208,0,0,0,0,0,0,0.00515,0.05708,0,0.00048,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Diplocloster",0,0,0,0,0,0,0,0,0,0.00128,0,0,0,0.00587,0,0,0.00171,0,0.00059,0.00179,5e-05,0,0,0,0.00023,0,0,0,0.00382,0.00204,0,0,0,0,0,0.00143,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea",0.69071,4.88754,1.16908,2.64479,4.06869,3.0438,1.50179,4.41515,11.43451,0.03578,1.12387,3.21375,0.01719,0.8291,7.63682,2.58071,0.17093,2.67371,6.15572,0.32207,6.56699,3.93677,1.90206,2.05586,3.03731,3.86516,2.63422,0,0.85708,3.45473,4.24932,2.22133,6.96605,0.64543,1.39581,2.09295,1.61679,0.90809,0.00504,0.82396,1.61481,3.19381
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Eisenbergiella",0.00192,0.01369,0,0,0.02368,0,0.01832,0,0,0.63376,0,0,0.34539,0.25866,0,0,0.05288,0,0.00351,0.02542,0.00963,0,0,0.01882,7e-05,0.07933,0,0,0.04035,0.0395,0,0.03292,0,0.01149,0.00278,0.00865,7e-04,0.06773,0,0.0065,0.00091,0.05817
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster",0.00062,0,0,0,0.03924,0,0.01391,0.00807,0.39249,0.16789,0,0.03085,0.01264,0.06157,0.38258,0.0083,1.0636,0.01653,0.00935,0.49651,0.16601,0,0.01165,0.17961,0.01301,0,0.00222,0.00139,0.14811,0.00024,0.02061,0.00676,0,0.12247,0.0694,0.80249,0.01247,0.17291,0.03723,0.00237,0,0.00039
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalicatena",0.04842,0.01973,0,0.1205,9e-04,0.18995,0.16854,0.14351,0.00028,0.12759,0.00547,0,0.06507,0.67236,0.04537,2.5393,0.06597,1.1159,4.36716,0.06182,0.08677,0.01242,0,0.00998,1.47483,0.40117,0,0.01477,0.04744,0.02881,0,0.00045,0.03466,0.02933,0.05845,0,0,0.0337,0.0776,0.00661,0.03437,0.04327
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Faecalimonas",0,0,0.01385,0,0,0,0,0,1.81462,0,0,2.03962,0,0,0,0,0,0,0,0,0,0,0,1.21882,0,0,0,0,0,0,0,0,0,0,0,0,0.04173,0.00172,0,0,0,0.25514
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Frisingicoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00248,0,0,0.33785,0,0,0.05462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85142,0.28483,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Fusicatenibacter",0.81488,5.05278,9.18492,1.08799,1.82376,1.57311,1.31348,0.99081,1.28623,0.00083,0.65737,0.17623,0.17407,0.31188,1.30656,2.54062,0.17792,3.65074,4.04419,0.14796,2.85915,0.43935,11.531,0.41489,5.132,1.04115,5.52711,0,0.18556,1.17291,1.39562,1.34766,1.49337,1.58914,6.77072,0.08289,7.34852,2.85992,1.79536,1.31735,0.18892,3.12206
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB28640",0,0,0.00132,0,0,0,0,0,0,0,0.03286,0,0,0,0,0,0,0,0,0,0,0.00103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08194,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3429",0.00793,0,0,0.00084,0,0.00483,0,0,0,0,0,0,0.01765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0704,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3433",0,0.01933,0.18028,0,0.02269,0,0,0,0.25126,0,0,0.03811,0,0,0,0,0.19466,0,0,0.02032,0,0,0,0,0.00276,0.0163,0,0,0,0,0,0,0,0.14,0.35687,0,0.0144,0.05396,0,0,0,1.2303
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3444",0,0,0,0,0,0,0,0,0,0,0,0,0,0.01706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00318,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3446",0,0,0,0,0,0,0,0,0,0,0.00561,0,0,0,0,0,0,0,0,0,0,0.00123,0,0.00394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06415,0,0,0.02135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3534",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00399,0,0,0.00234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04024,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3537",0,0,0,0.00331,0,0,0,0,0,0,0.0095,0,0,0.00058,0,0,0.00418,0,0,0.10592,0,0.00397,0,0,0,0,0,0,0.00581,0,0,0,0,0,0,0,0,0.00113,0.25796,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3583",0,0,0,0.00014,0,0,0,0,0,0,0,0,0,0,0,0,0.00055,0,0,0.00237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00036,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00241,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15432,0,0,0,0.09604,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3600",0,0,0,0,0,0,0,0,1.52043,0,0,0.07807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66951,0.02844,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3606",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00077,0,0.0884,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3619",0.03151,0,0,0.00748,0,0.00461,0,0,0,0,0,0,0.00408,0.55602,0,0.00121,0,0.15011,0,0,0,0,0,0,0.00938,0,0,0,0.00072,0,0,0.00211,0.00073,0,0,0,0,0,0,0.00176,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3626",0,0,0,0.00011,0,0,0,0,0,0,0,0,0,0,0,0.00054,0.00023,0.01497,0.00079,0.00096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00356,0,0,0,0.009,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3627",0.00222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00864,0,0,0,0,0,0,0,0,0,0,0,0.01231,0,0,0.01087,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3632",0,0,0,0.13487,0,0.3872,0,0,0,0,0.03809,0,0,0,0,0,0.00316,0,0,0.00063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3649",0,0,0,0,0,0,0,0,1.79589,0,0,0.07645,0,0,0.12397,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01334,0,0,0,0,0,0,0.036,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3653",0.0548,0,0,0.04914,0,0.03506,0,0,0,0.00163,0.04724,0,0.03448,0.57044,0.03102,0,0.09987,0,0,0.04435,0,0.03911,0.0226,0,0,0,0.02174,0,0.09286,0,0.00351,0,0.10693,0,0,0.16098,0,0.24805,0.23721,0.02184,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3733",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08034,0.37615,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3740",0,0,0.03414,0,0,0,0.06533,0.14947,0,0.03055,0.00808,0,0,0.00632,0,0.27754,0.08327,0.16891,0,0.27269,0,0,0.03876,0,0.01728,0,0,0,0.01646,0.00191,0.00677,0,0,0.42047,0.15731,0,0.03313,0.06231,0.0071,0,1.02854,0.11184
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3816",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04589,0,0,0.02565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3817",0,0,0,0,0,0,0,0,0,0.03534,0,0,0,0.03937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01421,0.07283,0.10873,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00269,0,0,0,0,0,0,0,0,0.00151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3819",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02861,0,0.01581,0.01843,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB38239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01928,0.03492,0,0.03994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02153,0,0,0,0,0,0,0,0.01055,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3828",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00053,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB3885",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00081,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB51441",0,0,0,0.05828,0,0.11749,0.06758,0.02713,0.00479,0,0.00214,0,0,0.00893,0.0557,0.20518,0,0.15381,0,0.03637,0,0,0,0,0.0595,0.05113,0,0,0.01575,0,0,0,0.0812,0.01906,0.11955,0.06878,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB51521",0,0,0,0,0,0,0,0,0.00291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB55957",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00352,0.00883,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB58067",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00263,0,0,0,0,0,0,0,0.02021,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB74505",0,0,0,0,0,0,0,0,0.0155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029,0.00147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB79394",0,0,0,0,0,0,0,0,0.01601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Jingyaoa",0,0,0,0.01776,0,0.02034,0,0,0,0,0,0,0,0,0.00744,0.02185,0,0.01805,0,0,0,0,0,0,0,0,0,0,0.01822,0,0,0,0.00843,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Jutongia",0,0,0.20146,0.0329,0.00131,0.04745,0,0,0,0,0.02483,0,0,0.00212,0,0.38765,0.01622,0.00561,0,0.01976,0,0.00323,0.01195,0.00098,0,0,0.0626,0,0.09772,0,0,0.39133,0,0,0,0,0,0,0.11314,0,0,0.38588
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Kineothrix",0,0,0,0,0,0.01415,0,0,0,0,0,0,0,0,0,0,0.00745,0,0,0.00746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoanaerobaculum",0,0,0,0,0,0,0,0.00132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnoclostridium",0,0.00766,0.00135,0,0.01166,0,0.02955,0.01814,0.0034,0.92035,0.00317,0,0.5099,0.79767,0,0,0.03736,0,0.00756,0.15436,0,0,0.00641,0.10122,0.0151,0.02098,0.08724,0.0018,0.00406,0.0592,2e-04,0.0993,0,0.19444,0.19537,0.05449,0.0115,0.23488,0.0934,0.00083,0,0.29496
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospira",0.53633,0,0,0.64066,0.19404,0.33512,0.3023,1.02837,0.2475,0.04511,0.04701,0.3003,2.61948,0.18511,0.07181,0.42706,0.08291,1.18588,0.35138,0.03741,0.82975,0.01682,0.61049,0.02009,0.45252,0.01688,0.35911,0,0.91794,0.04919,0.09948,0.29334,0.46569,0.97757,0.63886,0,0.32728,0.6494,0.29703,0.6181,0.55932,0.00522
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified",0.24848,1.07377,3.14767,7.4495,5.64635,10.63486,6.30185,0.43691,1.35057,0.04095,0.65286,0.26846,0.19033,4.25179,1.02451,4.23558,1.73008,9.10167,0.8698,0.56477,3.18994,7.30423,0.25745,3.0093,1.84757,0.46683,0.15339,0,0.58839,0.94455,4.17902,3.25154,4.90364,1.35755,0.77458,0.02886,6.32972,2.91493,2.61546,0.70392,2.73652,1.22369
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnotalea",0,0,0,0,0,0,0,0,0,0.00328,0.00054,0,0,0.00237,0,0,0.00101,0,0,0.00476,0,0,0,0,0.00128,0.00188,0,0,0,0.0204,0.00337,0,0,0,0,0.14446,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lacrimispora",0.03276,0,0,0.03184,0.00131,0.00163,0.03795,0.25191,0,0,6e-05,0,9e-05,0,0.0032,0.077,0.06438,0.42721,0.01404,0.01537,0.05139,0,0,0.202,0.04436,0,0,0,0.00468,0,0.00672,0,0.10895,0,0,0,0.04225,0.03776,0,0.00577,0.06478,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Luxibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00666,0,0,0,0,0,0,0,0,0,0,0,0.00387,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Mediterraneibacter",0.26545,1.92903,0.43001,2.1666,5.71082,2.36261,1.65746,8.99117,9.63654,0.32588,1.6757,6.04753,2.04017,1.00013,6.34418,0.26799,1.46829,0.23145,4.25828,0.20145,23.22344,0.2277,0.74139,9.33369,1.40411,1.60162,2.16265,0.10961,5.4413,5.95266,9.67668,0.16451,1.53189,2.48226,10.7894,11.93843,0.87234,1.04584,1.54911,0.57696,0.67918,1.50528
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Merdimonas",0,0,0.00073,0,0,0,0,0,0,0.00124,0.00626,0,1.45013,0.55117,0,5e-05,2.56838,0,0,0.52909,0,0.00114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33153,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Muricomes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01962
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Murimonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Oliverpabstia",0.10429,0,0,0.93102,0,0.69141,0.1392,0.3926,0,0,0.07263,0,0,0,0.48038,0.45098,0.15287,2.14035,0,0.11928,0,0.43616,0,0,0,0,0,0,0.23239,0.03356,0.27958,0,1.01234,0,0,0.04181,0,0,0,0.20959,0.6285,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Oribacterium",0,0,0,0,0,0,0.00083,0.0024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00403,0,0,0,0,0,0.00389,0,0,0,0.05107,0,0,1e-04,0,0,0,0,0.00018,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Roseburia",0.25185,0.72242,0.6318,2.24442,1.09073,1.49026,0.10534,1.56627,0.46867,0.00257,1.3292,0.00799,0.60027,0.4554,0.79829,3.36144,0.64089,4.40299,3.10432,0.08922,3.2398,0.21954,1.1209,0.93266,4.09804,0.23309,1.10888,0,1.19422,0.21684,1.01625,0.78161,1.14222,0.35439,0.50512,0.1522,7.99337,0.73819,3.68309,1.00286,1.50888,0.07393
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Sellimonas",0,0,0,0,0,0,0,0,0,0.07293,0.00162,0,0.43538,2.17292,0,0,0.00204,0,0.03349,0,0.00626,0.03253,0.00328,0.18334,0,0,0.00039,0,0,0.02698,0.00114,0.45405,0,0.00249,0.001,0,0.01204,0.01663,1.66212,0,0,0.012
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Shuttleworthia",0,0,0,0,0,0,0,0,0,0,0,0.00113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00017,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Simiaoa",0.17578,0,0,0.30833,0,0.31394,4.70044,0.29851,0.00622,0.00055,0.00298,0,0.00025,0.18329,0.33479,1.04074,0.89053,0.18739,0.02172,0.06509,0.01938,0.00934,0,0,0.05292,0.03252,0,0,0.36034,0.17507,0.38577,0.00208,0.00717,0.02109,0.00935,0.01596,0,0,0,0.133,0.11711,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Tyzzerella",0,0,0,0,0,0,0,0,1.25301,0,0,0.09096,0,0,0,0,0,0,0,0,0,0,0,2.73724,0,0,0,0.00359,0,0.00592,0.00116,0,0.00024,0.17958,0.89049,0.0986,0.11549,0.05386,0.1549,0,0,0
