"clade_name","Sample_10","Sample_11","Sample_12","Sample_13","Sample_14","Sample_15","Sample_16","Sample_17","Sample_18","Sample_19","Sample_2","Sample_20","Sample_21","Sample_22","Sample_23","Sample_24","Sample_25","Sample_26","Sample_27","Sample_28","Sample_29","Sample_3","Sample_31","Sample_32","Sample_33","Sample_34","Sample_35","Sample_36","Sample_37","Sample_38","Sample_39","Sample_4","Sample_40","Sample_41","Sample_42","Sample_43","Sample_44","Sample_45","Sample_5","Sample_7","Sample_8","Sample_9"
"k__Bacteria|p__Firmicutes|c__CFGB2983|o__OFGB2983|f__FGB2983|g__GGB9343",0,0,0,0.00391,0,0,0,0,0,0,0.02092,0,0,0,0,0,0.00409,0,0,0.06117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB2984|o__OFGB2984|f__FGB2984|g__GGB9347",0.90384,0,0,0.21954,0,0,0,0,0,0,0.02151,0,0,0,0.63164,0,0,0,0,0.51819,0,0.00675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27728,0.04115,0
"k__Bacteria|p__Firmicutes|c__CFGB2985|o__OFGB2985|f__FGB2985|g__GGB9350",0.04164,0,0,0.10636,0,0,0,0,0,0,0,0,0,0,0.00829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00193,0,0
"k__Bacteria|p__Firmicutes|c__CFGB2997|o__OFGB2997|f__FGB2997|g__GGB9444",0.00211,0,0,0.00142,0,0,0,0,0,0,0,0,0,0,0,0.03219,0,0.0027,0,0.0071,0,0,0,0,0,0,0,0,0.00059,0,0.01053,0,0,0,0,0,0,0,0,0.00355,0.01465,0
"k__Bacteria|p__Firmicutes|c__CFGB3004|o__OFGB3004|f__FGB3004|g__GGB58158",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00045,0,0,0.00032,0,0,0.00493,0,0,0,0,0,0,0,0,0,0.00069,0.00096,0,0,0,0,0,0,0,0.01385,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3009|o__OFGB3009|f__FGB3009|g__GGB31234",0,0,0,0,0,0,0,0,0,0,0,0,0.00126,0.00032,0,0,0,0,0,7e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3009|o__OFGB3009|f__FGB3009|g__GGB9474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3009|o__OFGB3009|f__FGB3009|g__GGB9476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3012|o__OFGB3012|f__FGB3012|g__GGB9480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96435,0.98967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3023|o__OFGB3023|f__FGB3023|g__GGB9501",0,0,0,0,0,0,0,0,0,0.00726,0.01866,0,0,0.04804,0,0,0.01201,0,0,0.00275,0,0.00417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3023|o__OFGB3023|f__FGB3023|g__GGB9502",0.08499,0,0,0.09365,0,0.07109,0,0,0,0,0,0,0,0,0.01735,0.00103,0,0.00221,0,0,0,0,0,0,0.09684,0.01412,0,0,0.03894,0.02254,0.00802,0,0,0,0,0,0,0,0,0.03431,0.0112,0
"k__Bacteria|p__Firmicutes|c__CFGB3026|o__OFGB3026|f__FGB3026|g__GGB9508",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01521,0
"k__Bacteria|p__Firmicutes|c__CFGB30287|o__OFGB30287|f__FGB30287|g__GGB42378",0.01228,0,0,0,0,0,0,0,0,0,0.00433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01111,0,0,0,0,0,0,0,0,0,0,0.00221,0,0
"k__Bacteria|p__Firmicutes|c__CFGB30328|o__OFGB30328|f__FGB30328|g__GGB52106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00078,0.0024,0,0,0,0.01667,0.00535,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3038|o__OFGB3038|f__FGB3038|g__GGB33586",0,0,0,0.00068,0,0,0,0,0,0.00145,0.00045,0,0.00804,0.00284,0,0,0.00177,0,0,0.00086,0,0,0,0,0,0.01924,0,0,0.00428,0.01335,0.01652,0.01411,0,0,0,0,0,0,0,0,0,0.00097
"k__Bacteria|p__Firmicutes|c__CFGB3038|o__OFGB3038|f__FGB3038|g__GGB45640",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3038|o__OFGB3038|f__FGB3038|g__GGB9528",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00197,0,0,0.02123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3038|o__OFGB3038|f__FGB3038|g__GGB9531",0,0,0,0.00071,0,0,0,0,0,0.02257,0,0,0.05307,0.00351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08709,0.00517,0.00037,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3038|o__OFGB3038|f__FGB3038|g__GGB9532",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3038|o__OFGB3038|f__FGB3038|g__GGB9534",0.00414,0,0,0,0,0,0,0,0,0,0,0,0.04037,0,0,0,0.00796,0,0,0.00708,0,0,0,0,0.00267,0.00371,0,0,0.01835,0.00014,0.01579,0,0,0,0,0,0,0.00516,0,0.00414,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3038|o__OFGB3038|f__FGB3038|g__GGB9537",0,0,0,0,0,0,0,0,0,0,0,0,0.01407,0.0031,0.00341,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00155,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3041|o__OFGB3041|f__FGB3041|g__GGB9547",0,0,0,0.03133,0,0,0,0,0,0,0.08689,0,0,0,0,0,0.04718,0,0,0.03108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3043|o__OFGB3043|f__FGB3043|g__GGB9551",0,0,0,0,0,0,0,0,0,0,0.00318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3047|o__OFGB3047|f__FGB3047|g__GGB52130",0.00299,0,0,0,0.00081,0.00168,0,0,0,0,0,0,0,0.00538,0.00184,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00071,0.01009,0.00375,0.00469,0,0,0,0,0,0,0,0.01902,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048|f__FGB3048|g__GGB9559",0,0,0,0,0,0,0,0,0,0,0,0,0.01021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3048|o__OFGB3048|f__FGB3048|g__GGB9561",0.03829,0,0,0.00104,0,0.00549,0,0,0,0,0,0,0,0,0.04962,0.04757,0.0074,3e-04,0,0,0,0,0.00249,0,0,0,0.01406,0,0.08439,0,0,0,0,0,0,0,0,0,0,0.01648,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054|g__GGB33512",0,0,0,0,0,0,0,0,0,0.01977,0.54033,0,0,0.35624,0,0,0.22156,0,0,0.23291,0,0.05298,0,0,0,0,0,0,0.01921,0,0,0,0,0,0,0.46113,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054|g__GGB35551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00254,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054|g__GGB9690",0.47099,0,0,0.10217,0,0.00215,0,0,0,0,0.09672,0,0,0,0.00247,0,0,0,0,0,0,0.04002,0,0,0,0,0,0,0.26493,0,0,0,0,0,0,0,0,0,0,0.08562,0.03551,0
"k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054|g__GGB9691",0,0,0,0.26315,0,0.00206,0,0,0,0,0.31687,0,0,0,0.04965,0,0,0,0,0,0,0.01657,0,0,0,0,0,0,0.09842,0.12773,0.12208,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3054|o__OFGB3054|f__FGB3054|g__GGB9694",0.00178,0,0,0,0,0,0,0,0,0.00812,0.00542,0,0,0.07096,0,0,0.00566,0,0,0.05519,0,0.00028,0,0,0,0,0,0,0.00164,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3057|o__OFGB3057|f__FGB3057|g__GGB9719",0.01536,0.04127,0.00327,0,0.01024,0,0,0,0.0018,0.04664,0.03895,0,0.03503,0.12253,0.01005,0.00187,0.22603,0,0.08346,0.09495,0.04189,0.08373,0.00236,0,0.01435,0.03356,0.15845,0,0.00728,0.26428,0.00876,0.13674,0,0,0,0.03913,0,0.02214,0.10008,0.00524,0,0.09728
"k__Bacteria|p__Firmicutes|c__CFGB3062|o__OFGB3062|f__FGB3062|g__GGB9747",2.39751,0.00073,0,0.47305,0,0.03049,0,0,0,0,0.06529,0,0,0,0.7659,0.01062,0,0.041,0,0,0,0.0691,0,0,0,0,0,0,0.83904,0.38882,0.19359,0,0.02122,0,0,0,0,0,0,0.6767,0.0289,0
"k__Bacteria|p__Firmicutes|c__CFGB3069|o__OFGB3069|f__FGB3069|g__GGB9767",0.04533,0,0,0.09378,0,0.00348,0,0,0,0,0,0,0,0,0.39743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00147,0,0,0,0,0,0,0.05472,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3069|o__OFGB3069|f__FGB3069|g__GGB9770",0,0,0,0.03067,0,0,0,0,0,0,0.10844,0,0.00072,0,0.0028,0,1.30496,0,0,1.07471,0,0.0541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3069|o__OFGB3069|f__FGB3069|g__GGB9773",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3070|o__OFGB3070|f__FGB3070|g__GGB9774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3070|o__OFGB3070|f__FGB3070|g__GGB9775",0.00325,0,0,0.01292,0,0,0,0,0,0.00343,0,0,0,0.031,0,0,0.08353,0,0,0.00912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3071|o__OFGB3071|f__FGB3071|g__GGB34197",0.0233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00232,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3071|o__OFGB3071|f__FGB3071|g__GGB9778",0.01252,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00506,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3071|o__OFGB3071|f__FGB3071|g__GGB9780",0,0,0,0,0,0,0,0,0,0,0.19423,0,0,0,0,0,0,0,0,0,0,0.28273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3072|o__OFGB3072|f__FGB3072|g__GGB45491",0,0,0,0,0,0,0,0,0,0,0.1489,0,0.00661,0,0,0,0.10367,0,0,0.05813,0,0.03802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3072|o__OFGB3072|f__FGB3072|g__GGB45495",0,0,0,0.00059,0,0,0,0,0,0,0.10134,0,0,0.06721,0,0,0.00547,0,0,0.06404,0,0.00106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3072|o__OFGB3072|f__FGB3072|g__GGB9781",0.00961,0,0,0.03934,0,0.00395,0,0,0,0,0.19767,0,0.00153,0.287,0.06276,0,0.12198,0,0,0.35087,0,0.14327,0,0,0,0,0,0,0,0.0518,0.00579,0,0,0,0,0,0,0,0.00061,0.01387,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3072|o__OFGB3072|f__FGB3072|g__GGB9782",0,0,0,0,0,0,0,0,0,0,0.09852,0,0,0.01466,0,0,0,0,0,0,0,0.02276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3072|o__OFGB3072|f__FGB3072|g__GGB9783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3072|o__OFGB3072|f__FGB3072|g__GGB9784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3072|o__OFGB3072|f__FGB3072|g__GGB9786",0.02578,0,0,0.07883,0,0.03739,0,0,0,0,0,0,0,0,0.04767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02351,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3072|o__OFGB3072|f__FGB3072|g__GGB9787",0.1192,0,0,0.028,0,0.0101,0,0,0,0.06382,0,0,0.04321,0.01161,0.04678,0.00557,0,0,0,0,0,0,0,0,0,0,0,0,0.11228,0,0,0,0,0,0,0,0,0,0,0.0103,0.00186,0
"k__Bacteria|p__Firmicutes|c__CFGB3072|o__OFGB3072|f__FGB3072|g__GGB9788",0.00774,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22401,0,0.06078,0,0,0.08841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00861,0,0
"k__Bacteria|p__Firmicutes|c__CFGB31455|o__OFGB31455|f__FGB31455|g__GGB4699",0,0,0,0,0,0,0,0,0,0,0.386,0,0,0,0,0,0,0,0,0,0,0.16447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB31455|o__OFGB31455|f__FGB31455|g__GGB4700",2.2985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00213,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3172|o__OFGB3172|f__FGB3172|g__GGB10692",0,0,0,0,0,0,0,0,0,0,0.00677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB32970|o__OFGB32970|f__FGB32970|g__GGB51884",0.03912,0,0,0.00169,0,0.00079,0,0,0,0,0,0,0,0,0.00447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02373,0,0
"k__Bacteria|p__Firmicutes|c__CFGB3625|o__OFGB3625|f__FGB3625|g__GGB3616",0,0,0,0,0,0,0,0,0,0.00839,0,0,0,0.1044,0.00275,0,0,0,0.00504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642|f__FGB38642|g__GGB9758",0.11243,0,0,1.33122,0,0.2778,0,0,0,0,0.71781,0,0,0,0.01704,0,0,0,0,0,0,0.27151,0,0,0,0,0,0,0.37601,0,0.24431,0,0.0206,0,0,0,0,0,1.08703,0.06452,0,0
"k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642|f__FGB38642|g__GGB9765",0,0,0,0.00107,0,0,0,0,0,0,0.00262,0,0,0,0,0,0.00421,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB38642|o__OFGB38642|f__FGB38642|g__GGB9766",0.01596,0.01059,0,0.02477,0.01744,0.00233,0,0,0,0.00339,0,0,0.00992,0.05204,0.01899,0.00823,0,0.01621,0,0,0,0,0,0,0,0,0,0,0.07281,0.08339,0.07162,0,0.0127,0,0,0,0,0,0,0.04804,0,0
"k__Bacteria|p__Firmicutes|c__CFGB38703|o__OFGB38703|f__FGB38703|g__GGB44201",0,0,0,0,0,0,0,0,0,0,0.01095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB38791|o__OFGB38791|f__FGB38791|g__GGB9252",0.00397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB40183|o__OFGB40183|f__FGB40183|g__GGB42389",0,0,0,0.00021,0,0,0,0,0,0,0,0,0,0.04999,0,0,0.00026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB45503|o__OFGB45503|f__FGB45503|g__GGB48165",0,0,0,0,0,0,0,0,0,0,0.0071,0,0,0,0,0,0.04158,0,0,0.03913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB45503|o__OFGB45503|f__FGB45503|g__GGB9790",0.13056,0,0,0.06484,0,0.02823,0,0,0,0.00448,0,0,0,0.06976,0.05953,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07665,0,0,0,0.04741,0,0,0,0,0,0,0.08927,0.00561,0
"k__Bacteria|p__Firmicutes|c__CFGB45555|o__OFGB45555|f__FGB45555|g__GGB9697",0.70647,0,0,0.10909,0,0.00255,0,0,0,0,0.00865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02802,0.05889,0.00634,0,0,0,0,0,0,0,0,0.05485,0,0
"k__Bacteria|p__Firmicutes|c__CFGB45555|o__OFGB45555|f__FGB45555|g__GGB9701",0,0,0,0.23839,0,0.0085,0,0,0,0,0,0,0.0046,0,0.29111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27633,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB4559|o__OFGB4559|f__FGB4559|g__GGB2983",0.09996,0,0,0.01828,0,0.04627,0,0,0,0,0,0,0,0,0.03403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00301,0,0,0.00316,0,0,0.04269,0,0,0.08556,0.07032,0,0
"k__Bacteria|p__Firmicutes|c__CFGB45628|o__OFGB45628|f__FGB45628|g__GGB45613",0.00184,0,0,0,0,0,0,0,0,0,0.00779,0,0.00424,0.00503,0.00212,0,0.00751,0,0,0.01064,0,0.00315,0,0,0,0,0,0,0.00515,0,0,0.00713,0,0,0,0,0,0.01407,0,0.00341,0,0
"k__Bacteria|p__Firmicutes|c__CFGB45628|o__OFGB45628|f__FGB45628|g__GGB58233",0,0,0,9e-05,0,0,0,0,0,0.00295,0.00018,0,0,0.00898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.0054,0.0024,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB4605|o__OFGB4605|f__FGB4605|g__GGB13404",0,0,0,0.00512,0,0.00198,0,0,0,0,0.00303,0,0,0,0,0.01444,0,0,0,0.00382,0,0,0,0,0,0,0,0,0.00112,0.03548,0.02625,0,0,0,0,0,0,0,0,0.02382,0,0
"k__Bacteria|p__Firmicutes|c__CFGB4623|o__OFGB4623|f__FGB4623|g__GGB9525",0.00439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB4648|o__OFGB4648|f__FGB4648|g__GGB3303",1.77218,0,0,0.10686,0,0,0,0,0,0,0.34035,0,0,0,0.06118,0,0,0,0,0,0,0.01845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB4806|o__OFGB4806|f__FGB4806|g__GGB51647",2.17239,0,0,1.31921,0,0.0935,0,0,1.1648,0,3.15519,0.00475,0,0,0.04664,6.75324,0.78244,0.33928,0,4.6145,0,0.01371,0,0,0,0,0,0,0.4461,0.0382,0.0943,0,0.001,0,0,0.00163,0,0,0,4.2478,0,0.01105
"k__Bacteria|p__Firmicutes|c__CFGB52309|o__OFGB52309|f__FGB52309|g__GGB53380",0.06349,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02852,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04049,0,0,0,0,0,0,0,0,0,0,0.03534,0,0
"k__Bacteria|p__Firmicutes|c__CFGB58251|o__OFGB58251|f__FGB58251|g__GGB9762",0.23544,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15392,0,0
"k__Bacteria|p__Firmicutes|c__CFGB58291|o__OFGB58291|f__FGB58291|g__GGB9264",0.00475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02583,0,0
"k__Bacteria|p__Firmicutes|c__CFGB72899|o__OFGB72899|f__FGB72899|g__GGB4611",0,0,0,0,0,0,0,0,0,0,1.57874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB72924|o__OFGB72924|f__FGB72924|g__GGB3612",0,0,0,0,0,0,0,0,0,0,0.0195,0,0,0,0,0,0,0,0,0,0,0,0.00103,0,0,0,0.05645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB72939|o__OFGB72939|f__FGB72939|g__GGB74511",0,0,0,0,0,0,0,0,0.00347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB73223|o__OFGB73223|f__FGB73223|g__GGB9249",0.0019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02546,0,0
"k__Bacteria|p__Firmicutes|c__CFGB73902|o__OFGB73902|f__FGB73902|g__GGB4689",0,0,0,0,0,0.45801,0,0,0,0,0.17404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00457,0
"k__Bacteria|p__Firmicutes|c__CFGB74971|o__OFGB74971|f__FGB74971|g__GGB9334",0,0,0,0,0,0,0,0,0,0,1.20624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB75721|o__OFGB75721|f__FGB75721|g__GGB9523",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01468,0,0,0.0178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00535,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB75721|o__OFGB75721|f__FGB75721|g__GGB9524",0,0,0,0.02224,0,0.00448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02047,0.02088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB77202|o__OFGB77202|f__FGB77202|g__GGB34900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01433,0.00066,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB77241|o__OFGB77241|f__FGB77241|g__GGB45497",0,0,0,0,0,0,0,0,0,0,0.00149,0,0,0,0,0,0,0,0,0,0,0.00336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB77566|o__OFGB77566|f__FGB77566|g__GGB51139",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00345,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB78183|o__OFGB78183|f__FGB78183|g__GGB9109",0,0,0,0,0,0,0,0,0,0,3e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB78291|o__OFGB78291|f__FGB78291|g__GGB3146",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB78645|o__OFGB78645|f__FGB78645|g__GGB33539",0.00178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__CFGB79237|o__OFGB79237|f__FGB79237|g__GGB9061",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00081,0,0,0.00085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
